-2.34	2.15	1.56	0.34	0.5	-10000	-10000	0.16	-10000	0.09	-10000	-0.28	-10000	-10000	-10000	-10000	-10000	2.14	-10000	-10000	-10000	-10000	-10000
-1.74	1.45	0.46	-10000	0.47	-10000	-10000	0.5	-10000	0.14	-10000	0.75	-10000	-10000	-10000	-10000	-10000	1.89	-10000	-10000	-10000	-10000	-10000
-2.47	2.28	1.39	0.65	0.52	-10000	-10000	0.7	-10000	0.3	-10000	-10000	-10000	-10000	-10000	-10000	-10000	1.57	-10000	-10000	-10000	-10000	-10000
-2.47	2.48	1.39	0.67	1.43	-10000	-10000	0.88	-10000	0.37	-10000	-10000	-10000	-10000	-10000	-10000	-10000	2.7	-10000	-10000	-10000	-10000	-10000
-2.15	1.86	1.67	-10000	0.62	-10000	-10000	0.46	-10000	0.3	-10000	-10000	-10000	-10000	-10000	-10000	-10000	1.72	-10000	-10000	-10000	-10000	-10000
-2.61	2.42	2.03	0.73	0.83	-10000	-10000	1.04	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	2.3	-10000	-10000	-10000	-10000	-10000
-2.22	1.83	0.84	-10000	0.8	-10000	-10000	0.82	-10000	0.41	-10000	-10000	-10000	-10000	-10000	-10000	-10000	1.75	-10000	-10000	-10000	-10000	-10000
-2.41	2.32	1.13	-10000	0.67	-10000	-10000	0.47	-10000	0.65	-10000	0.16	-10000	-10000	-10000	-10000	-10000	2.5	-10000	-10000	-10000	-10000	-10000
-2.78	2.09	1	0.58	0.67	-10000	-10000	0.42	0.25	0.35	-10000	-0.1	-10000	-10000	-10000	-10000	-10000	1.22	-10000	-10000	-10000	-10000	-10000
-2.71	2.45	-10000	-10000	0.3	-0.96	-10000	0.37	0.59	0.13	-10000	-0.21	-0.53	-10000	-0.28	0.46	-10000	2.2	1.94	1.93	-10000	1.62	-10000
-1.98	1.16	-10000	-10000	-0.01	-0.55	-10000	0.26	-0.04	-0.06	-10000	-0.4	-0.33	0.03	0.04	0.57	0.41	1.41	1.36	1.3	-10000	0.49	-10000
-2.07	1.36	-10000	-10000	0.22	-1.09	-10000	0.36	-0.01	0.25	-10000	-0.11	-0.28	-0.12	-0.14	0.67	0.72	1.47	1.22	1.53	-10000	-10000	-10000
-2.07	1.44	-10000	-10000	0.29	-0.97	-10000	0.33	0.19	0.32	-10000	-0.02	-0.47	0.1	0.01	0.56	0.6	1.62	1.41	-10000	-10000	-10000	-10000
-2.42	2	-10000	-10000	0.47	-0.89	-10000	0.47	0.28	0.32	-10000	0.05	-0.51	-10000	-0.29	0.73	0.75	2.45	2.1	-10000	-10000	1.81	-10000
-2.33	1.19	-10000	-10000	0.33	-0.89	-10000	0.38	0.15	0.14	-10000	-0.24	-0.44	0.14	0.01	0.66	0.36	1.13	0.93	1.17	-10000	0.33	-10000
-2.63	1.03	-10000	-10000	-10000	-1.26	-10000	0.27	0.18	0.45	-10000	-0.22	-0.67	0.3	-0.14	0.38	-10000	-10000	-10000	-10000	-10000	-10000	-10000
-3.36	1.42	-10000	-10000	0.8	-0.72	-10000	0.81	0.29	0.52	-10000	-0.19	-10000	-10000	-0.1	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000
-3.23	1.86	-10000	-10000	0.26	-0.81	-10000	0.38	0.59	0.43	-10000	-0.28	-0.49	0.34	-0.03	-0.98	-10000	-10000	-10000	-10000	-10000	-10000	-10000
-3.14	1.29	-10000	-10000	0.04	-1.21	-10000	0.01	-0.04	-0.01	-10000	-0.17	-0.44	0.12	0.3	-0.59	-10000	-0.77	-10000	-10000	-10000	-10000	-10000
-2.61	1.01	-10000	-10000	0.29	-0.92	-10000	0.29	0.19	0.38	-10000	-0.11	-10000	0.39	-0.07	0.28	-10000	-0.04	-10000	-10000	-10000	-10000	-10000
-2.29	1.05	-10000	-10000	0.32	-0.93	-10000	0.4	0.36	0.54	-10000	-0.05	-0.55	-10000	-0.08	0.01	-10000	-0.47	-10000	-10000	-10000	-10000	-10000
-3.46	1.55	-10000	-10000	0.3	-0.77	-10000	0.32	0.28	0.3	-10000	-0.28	-0.63	0.48	0.3	0.03	-10000	0.13	-10000	-10000	-10000	-10000	-10000
-3.22	1.45	-10000	-10000	-10000	-10000	-10000	0.33	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-0.47	-10000	-10000	-10000	-10000	-10000	-10000	-10000
-2.71	1.84	-10000	-10000	0.35	-0.91	-10000	0.47	0.37	0.25	-10000	0	-0.57	0.39	-0.21	0.24	0.5	1.82	-10000	-10000	-10000	-10000	-10000
-1.98	1.35	-10000	-10000	0.36	-1.09	-10000	0.46	0.22	0.31	-10000	0.07	-0.37	0.02	-0.27	0.66	0.85	1.7	1.41	1.48	-10000	-10000	-10000
-2.32	1.67	-10000	-10000	0.3	-0.73	-10000	0.39	0.32	0.24	-10000	-0.03	-0.54	0.05	-0.14	0.41	-10000	1.38	1.28	-10000	-10000	-10000	-10000
-2.2	1.35	-10000	-10000	0.28	-0.76	-10000	0.23	0.12	0.25	-10000	-0.16	-0.6	0.19	-0.01	0.24	-10000	1.37	-10000	-10000	-10000	-10000	-10000
-3.75	1.9	2.3	1.47	1.81	0.34	1.07	0.11	-0.03	0.12	0.32	-0.32	-0.68	0.06	-0.36	-0.35	-10000	-0.45	-10000	-10000	-10000	-10000	-10000
-3.12	2.4	1.6	-10000	0.69	-0.77	-10000	0.14	-10000	0.3	0.41	-0.21	-0.41	-10000	-0.25	-0.56	-10000	-1.23	-10000	-10000	-10000	-10000	-10000
-2.38	2.2	1.4	-10000	0.3	-0.78	0.08	0.36	-10000	-10000	0.12	-0.33	-0.92	-10000	-0.11	0.88	-10000	2.11	1.69	2.01	2.01	1.73	3.3
-2.26	2.2	0.9	0.17	0.41	-0.86	-10000	0.4	-10000	0.41	0.43	-0.1	-0.58	-10000	0.02	0.92	0.73	2.23	2.13	2.13	2.23	1.88	2.84
-2.55	2.1	1.2	-10000	0.45	-0.68	-10000	0.29	-10000	-10000	0.36	-0.23	-0.68	-10000	-0.02	0.3	0.59	1.98	2.02	2.12	1.79	1.62	2.4
-1.93	1.3	-0.1	-0.17	0.46	-0.66	-10000	0.67	-10000	0.41	0.72	0.2	-0.6	-10000	0.13	0.39	0.16	1.31	1.07	1.22	1.2	0.5	1.9
-2.31	2	1.2	-10000	0.6	-0.38	-10000	0.85	-10000	0.42	0.52	-0.02	-0.21	0.1	-10000	0.91	0.48	2.3	2.44	2.1	2.24	1.84	2.9
-2.64	2	0.8	1.44	0.58	-0.35	-10000	0.68	-10000	0.39	0.57	-10000	-10000	-10000	-10000	1.7	1.58	1.92	1.2	1.54	1.26	0.79	1.6
-2.64	1.6	1.7	-10000	0.86	0.15	-10000	0.77	-10000	0.23	0.38	-10000	-10000	-10000	-10000	0.3	0.29	1.45	0.84	1.16	1.25	0.2	1.7
-2.43	2.13	1.55	0.36	0.3	-0.88	-10000	0.38	0.53	0.37	-10000	-0.12	-0.49	0.23	0.01	0.74	0.83	2.41	2.28	2.16	2.3	1.94	3.1
-4.75	1.65	-10000	-0.16	0.25	-0.61	-10000	0.43	0.31	-10000	0.35	-0.7	-.63	0.04	-0.22	-1.07	.74	.03	-10000	-10000	-10000	2.04	-10000
-1.27	0.58	-10000	-10000	-0.01	-10000	-10000	-10000	-10000	-10000	0.52	-10000	-10000	-10000	-10000	-10000	0.14	1.58	1.57	-10000	0.43	-10000	-10000
-3.88	1.38	1.22	0.15	0.45	-0.45	0.87	0.43	0.46	0.64	0.75	-0.25	-0.46	0.76	0.26	1.68	1.38	-.85	-10000	-10000	-10000	1.56	2.78
-2.03	1.84	-10000	0.35	0.25	-10000	-10000	0.13	0.09	-10000	0.79	-10000	0.14	-10000	-0.25	0.86	0.73	2.32	2.56	2.53	2.59	1.97	2.37
-2.3	1.91	1.65	-10000	0.5	-0.76	0.69	0.45	0.59	0.55	0.53	-0.35	-0.61	0.21	0.06	0.76	0.83	2.36	2.38	2.28	2.27	1.98	3.12
-2.06	1.96	1	0.16	0.4	-10000	-10000	0.62	-10000	-10000	0.33	-10000	-10000	-10000	-10000	0.59	1.01	1.93	1.59	-10000	2.04	1	-10000
-2.47	2.43	1.75	0.57	0.31	-0.15	-10000	0.54	-10000	0.34	0.5	-0.15	-10000	-10000	-0.01	0.9	1	2.26	2.32	2.2	2.22	1.88	2.72
-2.9	2.63	2.38	1.18	0.72	-0.01	-10000	0.45	-10000	0.29	0.44	-0.23	-10000	-10000	0.01	1	1.1	2.03	2.12	1.95	2.09	1.8	2.95
-3.9	1.17	2.57	2.09	1.58	-0.16	0.72	0.35	0.1	0.35	0.36	-0.41	-0.81	0.33	-0.07	0.33	-0.07	-0.58	-10000	-10000	-10000	.04	-10000
-2.85	3.15	2.1	2.62	0.32	-0.2	0.15	0.36	0.05	0.43	0.19	-0.15	-0.21	0.2	-0.09	-0.2	-10000	-.53	-10000	-10000	-10000	-10000	-10000
-2.8	2.69	1.88	0.52	0.54	-0.67	-0.05	0.3	0.3	0.16	0.29	-0.17	-0.19	0.42	-0.21	0.84	0.71	2.17	2.1	2.14	1.85	1.44	3.55
-2.76	1	0.7	-0.01	0.37	-0.77	0.84	0.27	-0.02	0.19	0.36	-10000	-0.59	0.27	0.16	-0.4	-0.23	-0.82	-10000	-10000	-10000	.4	-10000
-3.3	1.59	3	1	0.4	-0.2	-0.2	0.4	0.26	0.4	0.4	-0.17	-0.5	0	0	-0.2	-10000	0.97	-10000	-10000	-10000	-10000	-10000
-2.02	1.54	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	1.13	-10000	1.35	-10000	-10000	-10000	-10000	-10000
-2.85	0.5	1.2	-0.08	0.42	-0.1	0.8	0.22	0.02	0.12	0.43	-0.38	-0.69	0.15	-0.1	-0.37	-0.67	-0.57	-10000	-10000	-10000	-.5	-10000
-2.45	2.06	1.27	0.73	0.48	-10000	-10000	0.51	1.26	0.33	0.77	-0.01	-10000	-10000	-10000	-10000	-10000	2.22	-10000	-10000	-10000	-10000	-10000
-2.85	2.69	0.7	-0.28	0.65	-0.3	0.05	0.17	-0.02	0.42	0.22	0.02	-0.21	0.31	0.09	-0.41	-0.35	0.77	-10000	-10000	-10000	-10000	-10000
-2.06	1.57	-10000	0.46	0.58	-10000	-10000	0.1	-10000	-10000	0.49	-10000	-10000	-10000	-0.47	1.39	0.63	1.82	1.76	1.87	1.54	-10000	2.21
-2.23	0.68	-10000	0.69	0.42	-10000	-10000	0.43	0.2	0.22	0.33	-0.15	-0.31	-10000	0.11	0.36	0.17	0.86	0.78	1.17	1.04	0.48	-10000
-4.03	2.6	2.6	0.6	0.49	-10000	-10000	0.37	-10000	-10000	-10000	-10000	-0.06	-10000	-10000	-10000	-10000	1.0	-10000	-10000	-10000	3.0	-10000
-1.02	1.6	0.4	-10000	0.1	-10000	-10000	0.23	-10000	0.09	0.18	-10000	-0.2	-10000	-10000	0.81	-10000	1.51	1.25	0.78	1.77	0.7	2.1
-1.81	1.8	0.9	0.14	0.64	-10000	0.32	0.39	0.22	0.58	0.67	-10000	0.07	-10000	-10000	0.93	-10000	2.03	1.5	1.64	-10000	0.8	2.8
-1.88	1.3	1.3	-0.05	0.8	-10000	0.65	0.42	0.24	0.28	0.61	-10000	-0.03	-10000	-10000	0.2	-10000	1.77	1.3	1.43	-10000	0.8	1.3
-1.91	1.8	1.5	-0.4	0.44	-10000	0.07	0.36	0.37	0.51	0.4	-10000	0.84	-10000	-10000	1.17	-10000	0.5	0.7	-10000	-10000	.8	1.9
-1.75	1.1	0.8	-0.5	0.65	-10000	0.54	0.33	0.6	0.35	0.63	-10000	0.23	-10000	-10000	0.46	-10000	1.84	1.1	1.41	-10000	.6	2.5
-1.75	1.5	0.8	0.2	0.35	-10000	-10000	0.23	0.6	0.87	0.65	-10000	-0.23	-10000	-10000	0.61	-10000	1.81	1.6	3.04	-10000	1.8	3.7
-1.68	1.3	0.4	0.21	0.77	-10000	0.77	0.28	-0.07	0.34	0.39	-10000	-0.35	-10000	-10000	0.26	-10000	1.56	0.9	1.36	-10000	.4	1.9
-2.72	2.58	1.89	-10000	0.77	-0.45	0.27	0.41	-10000	-10000	0.5	-10000	-0.2	0.68	0.12	0.24	0.51	0.18	-10000	-10000	-10000	-10000	-10000
-2.38	1.84	0.15	-10000	0.63	-0.01	0.07	0.64	1.02	0.82	0.7	-0.12	-0.5	0.66	-0.02	1.1	1.04	2.48	2.23	2.32	2.67	1.86	3.92
-3.4	2.67	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-0.45	0.34	-10000	0.34	0.36	-0.69	.90	-10000	-10000	1.66	-10000
-3	2.23	2.47	1.07	0.23	-0.42	-10000	0.69	0.67	0.94	0.58	1.91	-0.39	0.31	0.13	0.53	0.46	1.51	1.33	1.28	1.14	0.86	-10000
-2.4	0.74	-10000	0.65	0.37	-0.71	0.99	0.4	0.09	0.36	0.37	-0.17	-1.99	-0.97	-1.19	0.51	0.59	0.92	0.9	1.02	1.02	0.12	2.21
-3.2	1.46	1.37	0.68	0.32	-0.63	0.56	0.47	-0.03	0.12	0.32	-0.51	-1.13	-0.14	-0.06	0.73	0.19	0.43	0.39	0.53	0.25	1.02	-10000
-4.15	1.73	1.73	1.53	1.65	0.33	1.08	1.04	-2.2	-10000	0.56	-0.36	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000
-3.45	1.79	1.52	1.18	0.61	-0.23	-10000	0.78	-0.06	0.21	0.35	0.69	-0.94	0.08	-0.14	-0.51	-0.13	1.07	0.86	0.85	1.09	0.43	-10000
-2.75	2.21	1.62	1.79	0.84	-0.21	1.96	0.62	0.91	1.34	0.55	0.2	-0.78	0.14	0.01	1.44	1.55	2.78	2.74	2.98	3.2	2.19	3.13
-1.8	1.25	0.57	0.36	0.14	-0.92	0.46	0.44	0.33	0.47	0.55	0.09	-0.46	0.04	0.16	1.07	1.07	1.73	1.71	1.7	1.67	0.81	2.72
